name,solsource,donor,nvars,ncons,nbinvars,nintvars,nsemi,nnlvars,nnlbinvars,nnlintvars,nnlsemi,nboundedvars,nsingleboundedvars,nsos1,nsos2,objsense,nobjnz,nobjnlnz,njacobiannz,njacobiannlnz,nlaghessiannz,nlaghessiandiagnz,nobjquadnz,nobjquaddiagnz,nobjquadnegev,nobjquadposev,objtype,objcurvature,conscurvature,nconvexnlcons,nconcavenlcons,nindefinitenlcons,nlincons,nquadcons,ndiagquadcons,nlaghessianblocks,laghessianminblocksize,laghessianmaxblocksize,laghessianavgblocksize,solobjvalue,solinfeasibility,probtype,nlinfunc,nquadfunc,nnlfunc,nz,nlnz,ncontvars,convex,density,nldensity,objquaddensity,objquadproblevfrac
QPLIB_2416,Solution found by ANTIGONE,Ruth Misener,25,686,0,0,0,24,0,0,0,24,0,0,0,min,1,0,3757,3336,492,24,0,0,0,0,linear,linear,indefinite,6,41,486,153,533,18,1,24,24,24.0,9.988706875,1.776356839e-15,LCQ,154,533,533,3758,3336,25,False,0.21880640465793305,0.2607879924953096,0.0,0.0
QPLIB_2430,Solution found by SCIP,Ruth Misener,125,92,0,0,0,120,0,0,0,120,0,0,0,min,1,0,660,533,458,10,0,0,0,0,linear,linear,indefinite,0,0,65,27,65,10,16,5,12,7.5,-3.256119092,4.547473509e-13,LCQ,28,65,65,661,533,125,False,0.056860215053763444,0.06833333333333333,0.0,0.0
QPLIB_2445,Solution found by SCIP,Ruth Misener,143,80,0,0,0,80,0,0,0,80,0,0,0,min,35,0,926,456,432,0,0,0,0,0,linear,linear,indefinite,0,0,66,14,66,0,4,20,20,20.0,323.5051042,7.275957614e-12,LCQ,15,66,66,961,456,143,False,0.08296641629974963,0.08636363636363636,0.0,0.0
QPLIB_2456,Solution found by GUROBI,Ruth Misener,5477,5500,0,0,0,2738,0,0,0,0,0,0,0,min,1,0,55905,2738,2738,2738,0,0,0,0,linear,linear,convex,1369,0,0,4131,1369,1369,2738,1,1,1.0,-0.9449662766,1.899106035e-10,LCD,4132,1369,1369,55906,2738,5477,True,0.0018555558657036382,0.0007304601899196494,0.0,0.0
QPLIB_2468,Solution found by GUROBI,Ruth Misener,14885,14924,0,0,0,7442,0,0,0,0,0,0,0,min,1,0,154025,7442,7442,7442,0,0,0,0,linear,linear,convex,3721,0,0,11203,3721,3721,7442,1,1,1.0,-0.9364048895,1.778823287e-10,LCD,11204,3721,3721,154026,7442,14885,True,0.0006933154182062479,0.0002687449610319806,0.0,0.0
QPLIB_2480,Solution found by SCIP,Ruth Misener,399,400,0,0,0,200,0,0,0,200,0,0,0,min,200,0,1196,599,795,1,0,0,0,0,linear,linear,indefinite,1,0,200,199,201,1,1,200,200,200.0,-4.27849041,5.107025913e-15,LCQ,200,201,201,1396,599,399,False,0.008725054531590823,0.014900497512437811,0.0,0.0
QPLIB_2482,Solution found by SCIP,Ruth Misener,1806,1779,0,0,0,722,0,0,0,0,0,0,0,min,1,0,10416,722,722,722,0,0,0,0,linear,linear,convex,361,0,0,1418,361,361,722,1,1,1.0,-0.9681989608,4.440892099e-16,LCD,1419,361,361,10417,722,1806,True,0.0032404469496186247,0.002770083102493075,0.0,0.0
QPLIB_2483,Solution found by ANTIGONE,Ruth Misener,760,280,0,0,0,660,0,0,0,660,0,0,0,min,80,0,6700,5400,5280,0,0,0,0,0,linear,linear,indefinite,0,0,240,40,240,0,20,33,33,33.0,1812.170327,2.328306437e-10,LCQ,41,240,240,6780,5400,760,False,0.03174751826184679,0.03409090909090909,0.0,0.0
QPLIB_2492,Solution found by LOCALSOLVER,Ruth Misener,196,28,196,0,0,196,196,0,0,0,0,0,0,min,196,196,392,0,33124,0,16562,0,50,104,quadratic,indefinite,linear,0,0,0,28,0,0,1,196,196,196.0,2724.0,0.0,QBL,28,1,1,588,196,0,False,0.10344827586206896,1.0,0.8622448979591837,0.25510204081632654
QPLIB_2505,Solution found by ANTIGONE,Ruth Misener,1039,782,0,0,0,270,0,0,0,270,0,0,0,min,15,0,3896,960,960,0,0,0,0,0,linear,linear,indefinite,0,0,480,302,480,0,15,18,18,18.0,1564.957983,1.818989404e-12,LCQ,303,480,480,3911,960,1039,False,0.004807402736445914,0.007407407407407408,0.0,0.0
QPLIB_2512,Solution found by SCIP,Ruth Misener,100,20,100,0,0,100,100,0,0,0,0,0,0,min,100,100,200,0,7740,0,3870,0,46,54,quadratic,indefinite,linear,0,0,0,20,0,0,1,100,100,100.0,135028.0,0.0,QBL,20,1,1,300,100,0,False,0.14285714285714285,1.0,0.774,0.46
QPLIB_2519,Solution found by SCIP,Ruth Misener,4806,4763,0,0,0,1922,0,0,0,0,0,0,0,min,1,0,28516,1922,1922,1922,0,0,0,0,linear,linear,convex,961,0,0,3802,961,961,1922,1,1,1.0,-0.9511095024,5.06927833e-13,LCD,3803,961,961,28517,1922,4806,True,0.0012455131477480746,0.001040582726326743,0.0,0.0
QPLIB_2540,Solution found by ANTIGONE,Ruth Misener,498,551,0,0,0,65,0,0,0,65,0,0,0,min,5,0,2270,420,420,0,0,0,0,0,linear,linear,indefinite,0,0,210,341,210,0,5,13,13,13.0,124.3594463,3.637978807e-12,LCQ,342,210,210,2275,420,498,False,0.008275857051393982,0.03076923076923077,0.0,0.0
QPLIB_2546,Solution found by ANTIGONE,Ruth Misener,1015,992,0,0,0,839,0,0,0,0,15,0,0,min,424,424,5018,1850,2692,424,808,424,0,168,quadratic,convex,indefinite,0,0,400,592,400,0,176,1,52,4.767045,-8668213.409,3.637978807e-12,CCQ,592,401,401,5442,2274,1015,False,0.005399371958388522,0.0067590261533294295,0.006630473478106087,0.0
QPLIB_2590,Solution found by BARON,Ruth Misener,25,494,0,0,0,24,0,0,0,24,0,0,0,min,1,0,3133,2832,492,24,0,0,0,0,linear,linear,indefinite,0,35,366,93,401,6,1,24,24,24.0,10.93834722,1.243449788e-14,LCQ,94,401,401,3134,2832,25,False,0.25325252525252523,0.2942643391521197,0.0,0.0
QPLIB_2626,Solution found by BARON,Ruth Misener,22327,18484,0,0,0,11163,0,0,0,0,0,0,0,min,1,0,104058,11163,11163,11163,0,0,0,0,linear,linear,convex,3721,0,0,14763,3721,3721,11163,1,1,1.0,-6.382103498,1.088018564e-14,LCD,14764,3721,3721,104059,11163,22327,True,0.00025213307515814894,0.0002687449610319806,0.0,0.0
QPLIB_2635,Solution found by SCIP,Ruth Misener,176,1154,0,0,0,176,0,0,0,0,0,0,0,max,1,0,3821,3821,7142,176,0,0,0,0,linear,linear,indefinite,966,0,188,0,1154,15,1,176,176,176.0,75.10582011,6.821210263e-13,LCQ,1,1154,1154,3822,3821,176,False,0.018801652892561985,0.018813021900110288,0.0,0.0
QPLIB_2650,,Ruth Misener,1110,1132,0,0,0,536,0,0,0,536,0,0,0,min,1,0,4233,1808,1808,54,0,0,0,0,linear,linear,indefinite,0,0,904,228,904,27,55,1,14,9.745455,5.316106579,8.225313763e-10,LCQ,229,904,904,4234,1808,1110,False,0.003366649968591716,0.0037313432835820895,0.0,0.0
QPLIB_2658,Solution found by BARON,Ruth Misener,184,190,0,0,0,96,0,0,0,96,0,0,0,min,1,0,651,298,310,28,0,0,0,0,linear,linear,indefinite,0,15,118,57,133,8,17,2,7,5.647059,7.164500275,3.552713679e-15,LCQ,58,133,133,652,298,184,False,0.018552242203505577,0.023339598997493733,0.0,0.0
QPLIB_2676,Solution found by SCIP,Ruth Misener,1445,1456,0,0,0,722,0,0,0,0,0,0,0,min,1,0,14256,722,722,722,0,0,0,0,linear,linear,convex,361,0,0,1095,361,361,722,1,1,1.0,-0.9670769923,1.01307851e-15,LCD,1096,361,361,14257,722,1445,True,0.006771747416718717,0.002770083102493075,0.0,0.0
QPLIB_2693,Solution found by BARON,Ruth Misener,791,814,0,0,0,377,0,0,0,377,0,0,0,min,1,0,3029,1262,1262,40,0,0,0,0,linear,linear,indefinite,0,0,631,183,631,20,41,1,14,9.195122,5.783005108,7.386677936e-10,LCQ,184,631,631,3030,1262,791,False,0.004700115563897528,0.005305039787798408,0.0,0.0
QPLIB_2696,Solution found by SCIP,Ruth Misener,3500,3495,0,0,0,1065,0,0,0,0,5,0,0,min,160,160,19855,5400,3640,160,400,160,50,100,quadratic,indefinite,indefinite,0,0,1500,1995,1500,0,43,4,302,24.767442,-38011.57283,1.421085472e-14,QCQ,1995,1501,1501,20015,5560,3500,False,0.0016357469761359921,0.0034781194383712894,0.025,0.014285714285714285
QPLIB_2698,Solution found by SCIP,Ruth Misener,196,47,0,0,0,140,0,0,0,140,0,0,0,min,10,0,667,240,240,0,0,0,0,0,linear,linear,indefinite,0,0,11,36,11,0,20,2,12,7.0,1201.038462,7.275957614e-12,LCQ,37,11,11,677,240,196,False,0.07196003401360544,0.15584415584415584,0.0,0.0
QPLIB_2702,Solution found by SCIP,Ruth Misener,260,212,259,0,0,259,259,0,0,0,0,0,0,min,260,259,8619,0,775,259,517,259,12,247,quadratic,indefinite,linear,0,0,0,212,0,0,1,259,259,259.0,2814.190749,0.0,QML,212,1,1,8879,259,1,False,0.16032863849765258,1.0,0.01155319688138221,0.046153846153846156
QPLIB_2703,Solution found by COUENNE,Ruth Misener,799,800,0,0,0,400,0,0,0,400,0,0,0,min,400,0,2396,1199,1595,1,0,0,0,0,linear,linear,indefinite,1,0,400,399,401,1,1,400,400,400.0,-4.275658867,2.999671622e-10,LCQ,400,401,401,2796,1199,799,False,0.004368756826182541,0.007475062344139651,0.0,0.0
QPLIB_2707,Solution found by BARON,Ruth Misener,634,617,0,0,0,320,0,0,0,320,0,0,0,min,1,0,2177,968,980,66,0,0,0,0,linear,linear,indefinite,0,15,451,151,466,27,51,2,10,6.27451,6.340367535,1.448841047e-14,LCQ,152,466,466,2178,968,634,False,0.005558788398517657,0.006491416309012876,0.0,0.0
QPLIB_2708,Solution found by SCIP,Ruth Misener,634,357,108,0,0,260,0,0,0,260,0,0,0,min,7,0,1355,402,390,0,0,0,0,0,linear,linear,indefinite,0,0,30,327,30,0,65,4,4,4.0,1033013.037,1.818989404e-12,LMQ,328,30,30,1362,402,526,False,0.006000740179405389,0.05153846153846154,0.0,0.0
QPLIB_2712,Solution found by SCIP,Ruth Misener,200,1,0,0,0,200,0,0,0,200,0,0,0,min,200,200,200,0,40000,200,20100,200,100,100,quadratic,indefinite,linear,0,0,0,1,0,0,1,200,200,200.0,0.01286883278,2.997602166e-15,QCL,1,1,1,400,200,200,False,1.0,1.0,1.0,0.5
QPLIB_2714,Solution found by SCIP,Ruth Misener,352,599,0,0,0,1,0,0,0,0,1,0,0,min,1,0,15947,298,1,1,0,0,0,0,linear,linear,concave,0,298,0,301,298,298,1,1,1,1.0,1.119122703,1.065814104e-14,LCQ,302,298,298,15948,298,352,False,0.07551136363636364,1.0,0.0,0.0
QPLIB_2733,Solution found by LOCALSOLVER,Ruth Misener,324,36,324,0,0,324,324,0,0,0,0,0,0,min,324,324,648,0,93636,0,46818,0,84,150,quadratic,indefinite,linear,0,0,0,36,0,0,1,324,324,324.0,5358.0,0.0,QBL,36,1,1,972,324,0,False,0.08108108108108109,1.0,0.8919753086419753,0.25925925925925924
QPLIB_2738,Solution found by SCIP,Ruth Misener,199,200,0,0,0,100,0,0,0,100,0,0,0,min,100,0,596,299,395,1,0,0,0,0,linear,linear,indefinite,1,0,100,99,101,1,1,100,100,100.0,-4.284146268,2.886579864e-15,LCQ,100,101,101,696,299,199,False,0.01740043501087527,0.029603960396039602,0.0,0.0
QPLIB_2758,Solution found by SCIP,Ruth Misener,303,251,0,0,0,70,0,0,0,70,0,0,0,min,7,0,1097,224,224,0,0,0,0,0,linear,linear,indefinite,0,0,112,139,112,0,7,10,10,10.0,2127.115385,7.275957614e-12,LCQ,140,112,112,1104,224,303,False,0.01445858871601446,0.02857142857142857,0.0,0.0
QPLIB_2761,Solution found by SCIP,Ruth Misener,500,1,0,0,0,500,0,0,0,500,0,0,0,min,500,500,500,0,250000,500,125250,500,250,250,quadratic,indefinite,linear,0,0,0,1,0,0,1,500,500,500.0,0.001048529199,1.110223025e-15,QCL,1,1,1,1000,500,500,False,1.0,1.0,1.0,0.5
QPLIB_2784,Solution found by BARON,Ruth Misener,4501,4580,0,0,0,1800,0,0,0,0,0,0,0,min,1,0,20569,1800,1800,1800,0,0,0,0,linear,linear,convex,900,0,0,3680,900,900,1800,1,1,1.0,-0.9460284722,1.537804166e-10,LCD,3681,900,900,20570,1800,4501,True,0.000997619632029187,0.0011111111111111111,0.0,0.0
QPLIB_2819,Solution found by ANTIGONE,Ruth Misener,334,156,0,0,0,250,0,0,0,250,0,0,0,min,48,0,2468,1740,1680,0,0,0,0,0,linear,linear,indefinite,0,0,132,24,132,0,10,25,25,25.0,797.9771512,2.910383046e-11,LCQ,25,132,132,2516,1740,334,False,0.047980472176665775,0.05272727272727273,0.0,0.0
QPLIB_2823,Solution found by BARON,Ruth Misener,390,386,0,0,0,198,0,0,0,198,0,0,0,min,1,0,1347,600,612,46,0,0,0,0,linear,linear,indefinite,0,15,268,103,283,17,33,2,10,6.0,6.295168217,3.552713679e-15,LCQ,104,283,283,1348,600,390,False,0.008931292652222885,0.010707784559374666,0.0,0.0
QPLIB_2834,Solution found by SCIP,Ruth Misener,156,86,0,0,0,100,0,0,0,100,0,0,0,min,35,0,972,570,540,0,0,0,0,0,linear,linear,indefinite,0,0,72,14,72,0,5,20,20,20.0,365.7836065,3.637978807e-12,LCQ,15,72,72,1007,570,156,False,0.07419687592101386,0.07916666666666666,0.0,0.0
QPLIB_2862,Solution found by GUROBI,Ruth Misener,40501,40740,0,0,0,16200,0,0,0,0,0,0,0,min,1,0,185909,16200,16200,16200,0,0,0,0,linear,linear,convex,8100,0,0,32640,8100,8100,16200,1,1,1.0,-0.931383145,6.661789597e-12,LCD,32641,8100,8100,185910,16200,40501,True,0.00011266922831277093,0.0001234567901234568,0.0,0.0
QPLIB_2880,"Solution found by PDBO and contributed by Wenbo Liu, Akang Wang, Dun Ma, Hongyi Jiang, Jianghua Wu, and Wenguo Yang.",Ruth Misener,625,50,625,0,0,625,625,0,0,0,0,0,0,min,625,625,1250,0,352820,0,176410,0,305,320,quadratic,indefinite,linear,0,0,0,50,0,0,1,625,625,625.0,1172056.0,0.0,QBL,50,1,1,1875,625,0,False,0.058823529411764705,1.0,0.9032192,0.488
QPLIB_2881,Solution found by SCIP,Ruth Misener,1512,720,0,0,0,1512,0,0,0,0,0,0,0,max,1,0,5680,5680,20044,1512,0,0,0,0,linear,linear,indefinite,20,0,700,0,720,0,1,1512,1512,1512.0,0.03090042153,0.0,LCQ,1,720,720,5681,5680,1512,False,0.005211199906068145,0.005217519106407996,0.0,0.0
QPLIB_2882,Solution found by ALPHAECP,Ruth Misener,144,273,56,0,0,16,0,0,0,16,0,0,0,min,14,0,1106,32,16,0,0,0,0,0,linear,linear,indefinite,0,0,16,257,16,0,8,2,2,2.0,22.38189652,5.329070518e-15,LMQ,258,16,16,1120,32,88,False,0.028386050283860504,0.125,0.0,0.0
QPLIB_2894,Solution found by SCIP,Ruth Misener,17,209,0,0,0,16,0,0,0,16,0,0,0,min,1,0,1263,1088,216,16,0,0,0,0,linear,linear,indefinite,0,29,125,55,154,4,1,16,16,16.0,4.999875265,4.884981308e-15,LCQ,56,154,154,1264,1088,17,False,0.35406162464985996,0.44155844155844154,0.0,0.0
QPLIB_2935,Solution found by SCIP,Ruth Misener,180,343,72,0,0,18,0,0,0,18,0,0,0,min,16,0,1406,36,18,0,0,0,0,0,linear,linear,indefinite,0,0,18,325,18,0,9,2,2,2.0,23.46428571,4.170308543e-11,LMQ,326,18,18,1422,36,108,False,0.022965116279069768,0.1111111111111111,0.0,0.0
QPLIB_2957,Solution found by ALPHAECP,Ruth Misener,484,44,484,0,0,484,484,0,0,0,0,0,0,min,484,484,968,0,141372,0,70686,0,112,152,quadratic,indefinite,linear,0,0,0,44,0,0,1,484,484,484.0,3596.0,0.0,QBL,44,1,1,1452,484,0,False,0.06666666666666667,1.0,0.6034936138241923,0.23140495867768596
QPLIB_2958,Solution found by ALPHAECP,Ruth Misener,112,211,42,0,0,14,0,0,0,14,0,0,0,min,20,0,842,28,14,0,0,0,0,0,linear,linear,indefinite,0,0,14,197,14,0,7,2,2,2.0,131.6531381,3.183231456e-12,LMQ,198,14,14,862,28,70,False,0.036303908355795146,0.14285714285714285,0.0,0.0
QPLIB_2967,Solution found by SCIP,Ruth Misener,38,191,0,0,0,38,0,0,0,19,0,0,0,max,38,38,724,722,794,38,36,0,18,18,quadratic,indefinite,convex,190,0,0,1,190,19,1,38,38,38.0,10.92820323,1.776356839e-15,QCC,1,191,191,762,760,38,False,0.10444078947368421,0.10471204188481675,0.04986149584487535,0.47368421052631576
QPLIB_2981,Solution found by SCIP,Ruth Misener,2015,1992,0,0,0,1159,0,0,0,0,15,0,0,min,344,344,10068,3700,3872,344,608,344,0,168,quadratic,convex,indefinite,0,0,800,1192,800,0,176,1,102,6.585227,-8668219.079,3.143298954e-10,CCQ,1192,801,801,10412,4044,2015,False,0.0025926972692264117,0.004356073458651233,0.007368848025959978,0.0
QPLIB_2987,Solution found by SCIP,Ruth Misener,208,204,0,0,0,45,0,0,0,45,0,0,0,min,5,0,837,180,180,0,0,0,0,0,linear,linear,indefinite,0,0,90,114,90,0,5,9,9,9.0,513.0008681,6.821210263e-13,LCQ,115,90,90,842,180,208,False,0.01974671669793621,0.044444444444444446,0.0,0.0
QPLIB_2993,Solution found by ANTIGONE,Ruth Misener,266,319,0,0,0,33,0,0,0,33,0,0,0,min,3,0,1166,168,168,0,0,0,0,0,linear,linear,indefinite,0,0,84,235,84,0,3,11,11,11.0,109.401405,3.637978807e-12,LCQ,236,84,84,1169,168,266,False,0.013733552631578947,0.06060606060606061,0.0,0.0
QPLIB_3029,Solution found by BARON,Ruth Misener,5767,4744,0,0,0,2883,0,0,0,0,0,0,0,min,1,0,25938,2883,2883,2883,0,0,0,0,linear,linear,convex,961,0,0,3783,961,961,2883,1,1,1.0,-6.295315542,1.915134717e-15,LCD,3784,961,961,25939,2883,5767,True,0.000947909904158375,0.001040582726326743,0.0,0.0
QPLIB_3034,Solution found by BARON,Ruth Misener,780,280,0,0,0,660,0,0,0,660,0,0,0,min,100,0,6860,5400,5280,0,0,0,0,0,linear,linear,indefinite,0,0,240,40,240,0,20,33,33,33.0,681.4104707,3.319655661e-11,LCQ,41,240,240,6960,5400,780,False,0.03175472214618122,0.03409090909090909,0.0,0.0
QPLIB_3049,Solution found by SCIP,Ruth Misener,7000,6995,0,0,0,1965,0,0,0,0,5,0,0,min,160,160,39755,10800,6640,160,400,160,55,85,quadratic,indefinite,indefinite,0,0,3000,3995,3000,0,43,4,602,45.697674,-38011.57283,2.842170943e-14,QCQ,3995,3001,3001,39915,10960,7000,False,0.0008150575839255084,0.0018585831864357343,0.025,0.007857142857142858
QPLIB_3060,Solution found by SCIP,Ruth Misener,840,1192,48,0,0,48,48,0,0,0,0,0,0,min,312,48,3432,0,142,48,95,48,2,46,quadratic,indefinite,linear,0,0,0,1192,0,0,1,48,48,48.0,-128.9348188,2.220446049e-16,QML,1192,1,1,3744,48,792,False,0.0037360795114357564,1.0,0.06163194444444445,0.002380952380952381
QPLIB_3080,Solution found by ANTIGONE,Ruth Misener,4015,3992,0,0,0,1799,0,0,0,0,15,0,0,min,184,184,20168,7400,6232,184,208,184,0,168,quadratic,convex,indefinite,0,0,1600,2392,1600,0,176,1,202,10.221591,-8668219.095,3.637978807e-12,CCQ,2392,1601,1601,20352,7584,4015,False,0.0012694693921086683,0.0026331513898866015,0.006852551984877127,0.0
QPLIB_3083,Solution found by SCIP,Ruth Misener,243,233,0,0,0,60,0,0,0,60,0,0,0,min,6,0,1001,252,252,0,0,0,0,0,linear,linear,indefinite,0,0,126,107,126,0,6,10,10,10.0,1358.663378,7.735135464e-12,LCQ,108,126,126,1007,252,243,False,0.017709542400900426,0.03333333333333333,0.0,0.0
QPLIB_3088,Solution found by SCIP,Ruth Misener,3601,3680,0,0,0,1800,0,0,0,0,0,0,0,min,1,0,18769,1800,1800,1800,0,0,0,0,linear,linear,convex,900,0,0,2780,900,900,1800,1,1,1.0,-0.9460285027,9.786403642e-12,LCD,2781,900,900,18770,1800,3601,True,0.0014160393883766026,0.0011111111111111111,0.0,0.0
QPLIB_3089,Solution found by SCIP,Ruth Misener,132,84,0,0,0,114,0,0,0,114,0,0,0,min,12,0,768,612,576,0,0,0,0,0,linear,linear,indefinite,0,0,72,12,72,0,6,19,19,19.0,312.9215405,7.275957614e-12,LCQ,13,72,72,780,612,132,False,0.06951871657754011,0.07456140350877193,0.0,0.0
QPLIB_3105,Solution found by GUROBI,Ruth Misener,18606,18523,0,0,0,7442,0,0,0,0,0,0,0,min,1,0,112826,7442,7442,7442,0,0,0,0,linear,linear,convex,3721,0,0,14802,3721,3721,7442,1,1,1.0,-0.9378032911,1.808398986e-10,LCD,14803,3721,3721,112827,7442,18606,True,0.0003273597284149393,0.0002687449610319806,0.0,0.0
QPLIB_3120,Solution found by ANTIGONE,Ruth Misener,662,244,0,0,0,462,0,0,0,462,0,0,0,min,60,0,5668,3780,3696,0,0,0,0,0,linear,linear,indefinite,0,0,204,40,204,0,14,33,33,33.0,1285.005897,2.910383046e-11,LCQ,41,204,204,5728,3780,662,False,0.03531660398298292,0.040106951871657755,0.0,0.0
QPLIB_3122,Solution found by SCIP,Ruth Misener,21124,36703,17136,0,0,17136,17136,0,0,0,0,0,0,min,19023,17136,93686,0,51406,17136,34271,17136,583,16553,quadratic,indefinite,linear,0,0,0,36703,0,0,1,17136,17136,17136.0,-48603430420.0,0.0,QML,36703,1,1,112709,17136,3988,False,0.00014536807569766563,1.0,0.00017506321700793608,0.027598939594773716
QPLIB_3147,Solution found by ANTIGONE,Ruth Misener,419,140,0,0,0,275,0,0,0,275,0,0,0,min,48,0,2738,1628,1584,0,0,0,0,0,linear,linear,indefinite,0,0,108,32,108,0,11,25,25,25.0,565.3430361,4.365574569e-11,LCQ,33,108,108,2786,1628,419,False,0.04715719629648437,0.054814814814814816,0.0,0.0
QPLIB_3170,Solution found by ANTIGONE,Ruth Misener,660,200,0,0,0,580,0,0,0,580,0,0,0,min,60,0,4760,3600,3520,0,0,0,0,0,linear,linear,indefinite,0,0,160,40,160,0,20,29,29,29.0,638.7167531,2.910383046e-11,LCQ,41,160,160,4820,3600,660,False,0.036333484094678126,0.03879310344827586,0.0,0.0
QPLIB_3177,Solution found by COUENNE,Ruth Misener,1599,1600,0,0,0,800,0,0,0,800,0,0,0,min,800,0,4796,2399,3195,1,0,0,0,0,linear,linear,indefinite,1,0,800,799,801,1,1,800,800,800.0,-4.274219874,2.999827053e-10,LCQ,800,801,801,5596,2399,1599,False,0.0021859383538821693,0.0037437578027465666,0.0,0.0
QPLIB_3181,Solution found by SCIP,Ruth Misener,392,196,84,0,0,111,0,0,0,111,0,0,0,min,7,0,723,160,148,0,0,0,0,0,linear,linear,indefinite,0,0,16,180,16,0,37,3,3,3.0,381396.6032,7.389644452e-13,LMQ,181,16,16,730,160,308,False,0.009453019786594841,0.09009009009009009,0.0,0.0
QPLIB_3185,Solution found by BARON,Ruth Misener,18001,18160,0,0,0,7200,0,0,0,0,0,0,0,min,1,0,82539,7200,7200,7200,0,0,0,0,linear,linear,convex,3600,0,0,14560,3600,3600,7200,1,1,1.0,-0.9350528778,4.123037467e-10,LCD,14561,3600,3600,82540,7200,18001,True,0.000252480635241523,0.0002777777777777778,0.0,0.0
QPLIB_3192,Solution found by ANTIGONE,Ruth Misener,479,177,0,0,0,351,0,0,0,351,0,0,0,min,64,0,3535,2405,2340,0,0,0,0,0,linear,linear,indefinite,0,0,145,32,145,0,13,27,27,27.0,783.9509681,2.910383046e-11,LCQ,33,145,145,3599,2405,479,False,0.04221106706387371,0.04725415070242656,0.0,0.0
QPLIB_3225,Solution found by SCIP,Ruth Misener,136,80,0,0,0,80,0,0,0,80,0,0,0,min,28,0,849,456,432,0,0,0,0,0,linear,linear,indefinite,0,0,66,14,66,0,4,20,20,20.0,511.5267124,1.023181539e-12,LCQ,15,66,66,877,456,136,False,0.07961147421931736,0.08636363636363636,0.0,0.0
QPLIB_3240,Solution found by ANTIGONE,Ruth Misener,516,407,0,0,0,130,0,0,0,130,0,0,0,min,10,0,1907,440,440,0,0,0,0,0,linear,linear,indefinite,0,0,220,187,220,0,10,13,13,13.0,1201.038462,3.637978807e-12,LCQ,188,220,220,1917,440,516,False,0.009105677154582763,0.015384615384615385,0.0,0.0
QPLIB_3247,Solution found by SCIP,Ruth Misener,361,478,0,0,0,313,0,0,0,0,1,0,0,min,1,0,15720,320,313,313,0,0,0,0,linear,linear,indefinite,148,0,8,322,156,156,313,1,1,1.0,0.01223092249,6.630695992e-12,LCQ,323,156,156,15721,320,361,False,0.09091539969581133,0.00655361677725895,0.0,0.0
QPLIB_3279,Solution found by ALPHAECP,Ruth Misener,307,164,56,0,0,111,0,0,0,111,0,0,0,min,5,0,614,156,148,0,0,0,0,0,linear,linear,indefinite,0,0,16,148,16,0,37,3,3,3.0,873535.3578,2.29108732e-10,LMQ,149,16,16,619,156,251,False,0.01221991906030994,0.08783783783783784,0.0,0.0
QPLIB_3297,Solution found by ANTIGONE,Ruth Misener,8015,7992,0,0,0,3399,0,0,0,0,15,0,0,min,184,184,40368,14800,12232,184,208,184,0,168,quadratic,convex,indefinite,0,0,3200,4792,3200,0,176,1,402,19.3125,-8668219.094,7.275957614e-12,CCQ,4792,3201,3201,40552,14984,8015,False,0.0006329930454587564,0.0013771806931104846,0.006852551984877127,0.0
QPLIB_3307,Solution found by BARON,Ruth Misener,256,32,256,0,0,256,256,0,0,0,0,0,0,min,256,256,512,0,40320,0,20160,0,51,61,quadratic,indefinite,linear,0,0,0,32,0,0,1,256,256,256.0,1240.0,0.0,QBL,32,1,1,768,256,0,False,0.09090909090909091,1.0,0.615234375,0.19921875
QPLIB_3312,Solution found by GUROBI,Ruth Misener,41406,41283,0,0,0,16562,0,0,0,0,0,0,0,min,1,0,252936,16562,16562,16562,0,0,0,0,linear,linear,convex,8281,0,0,33002,8281,8281,16562,1,1,1.0,-0.9332596231,3.723932274e-10,LCD,33003,8281,8281,252937,16562,41406,True,0.00014796783384732028,0.00012075836251660427,0.0,0.0
QPLIB_3318,Solution found by SCIP,Ruth Misener,25,474,0,0,0,24,0,0,0,24,0,0,0,min,1,0,3013,2712,492,24,0,0,0,0,linear,linear,indefinite,0,15,366,93,381,6,1,24,24,24.0,9.945287281,4.283222665e-10,LCQ,94,381,381,3014,2712,25,False,0.2538105263157895,0.29658792650918636,0.0,0.0
QPLIB_3326,Solution found by SCIP,Ruth Misener,1750,1745,0,0,0,615,0,0,0,0,5,0,0,min,160,160,9905,2700,2140,160,400,160,50,100,quadratic,indefinite,indefinite,0,0,750,995,750,0,43,4,152,14.302326,-38011.57283,1.421085472e-14,QCQ,995,751,751,10065,2860,1750,False,0.0032940598919980364,0.006192285624587271,0.025,0.02857142857142857
QPLIB_3334,Solution found by ANTIGONE,Ruth Misener,715,250,0,0,0,495,0,0,0,495,0,0,0,min,100,0,6100,4050,3960,0,0,0,0,0,linear,linear,indefinite,0,0,210,40,210,0,15,33,33,33.0,744.0833799,5.820766091e-11,LCQ,41,210,210,6200,4050,715,False,0.034547126180592316,0.03896103896103896,0.0,0.0
QPLIB_3337,Solution found by BARON,Ruth Misener,297,198,0,0,0,199,0,0,0,198,0,0,0,min,1,0,787,396,396,0,0,0,0,0,linear,linear,indefinite,0,0,198,0,198,0,1,199,199,199.0,-100000000.0,1.136868377e-13,LCQ,1,198,198,788,396,297,False,0.01333265654873695,0.010050251256281407,0.0,0.0
