name,image,status,detail,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,source_qplib_digest
QPLIB_2195,ghcr.io/jij-inc/ommx/v2.8/qplib:2195,published,,295,90,0,205,450,sha256:ebe7c0ff6e8c8ed2a3ed37412c13d100a06ad27de99529e8548864524c106650,sha256:ce90e2589989fe9cbf967bf50f25179fc359f75785635691c714a6fdcbbc4e4c,sha256:316e7ab5280855f89a35d03715dd7b028424b63338dc917ee5c037eb1cad06d8
QPLIB_2202,ghcr.io/jij-inc/ommx/v2.8/qplib:2202,published,,275,90,0,185,450,sha256:38f7d0e563e329a294736d7fbe05266fb8617ff5b2731a8399820837d39fc66d,sha256:911dbd060252b77f1c1615b288f57d80e061a588508e00cdf19a82f5b7ac7c15,sha256:fa3cad18b83731d321f34cc554faec183dc0d0f8b5bfc796c9f8274e7f39f458
QPLIB_2203,ghcr.io/jij-inc/ommx/v2.8/qplib:2203,published,,305,100,0,205,500,sha256:6aa72c588ac2c95c3411a2814fd6cf2f1accf455aca860f6268aaad46310a29d,sha256:a4605f1832bce8aef8929f48bd10761263bce9230e9363160405e6f46d2e7903,sha256:02717d85ac4a8f8bda9ddc7ec6f0dbd0b2da47314201f18658bae1082d852a79
QPLIB_2204,ghcr.io/jij-inc/ommx/v2.8/qplib:2204,published,,335,110,0,225,550,sha256:14758be39fdd2cdda21c25e2ff51090345c9b87bccab519d0e3dc4b6b414a3aa,sha256:877ed3656e3cc96a364ed28ea86b0c09e6dca7b2aa70a2aec96f3f77edb639f9,sha256:be1914f7ccee14b05860cd9d72c4a70354169586281e90573c19154bb29aada8
QPLIB_2205,ghcr.io/jij-inc/ommx/v2.8/qplib:2205,published,,2884,958,0,1926,4790,sha256:e93a8410e76aca5d3824505e126d303dc850106cc020eb182ae59d5188ab3029,sha256:448537841c987b6d1ed91729bbb2952a3ce95e75a605d7d1bd9c19b93b16d543,sha256:1962ce052d07c26790ec65472927fc4e691672bc732362cca436bffb5ec947cd
QPLIB_2206,ghcr.io/jij-inc/ommx/v2.8/qplib:2206,published,,615,194,0,421,970,sha256:1cd01bc1569a9058efcf3f45c2f8feb1a8ca3ce8a33fb568ca7e0c422cb0b07f,sha256:88a9babb9d11e06684b604d7b2d9c8f9a5f7ea541b875e4d88cdccfa1593c241,sha256:3005de9203227a288f2b7a17d9d9c49ceabc21dcaa67365448230faa8b2d65bd
QPLIB_2315,ghcr.io/jij-inc/ommx/v2.8/qplib:2315,published,,595,595,0,0,13090,sha256:d80ce236343be28ea82e11e1a458c5544ebbbf04b50b301ee3a49bd249cc3ccb,sha256:ab7667f3d6c9c28b51d082a31194cfb7ffdefdc92b5f2932bd5a39c65e6e6ad7,sha256:4994d5e609cc442e657f8a511f28abb90e7e4139ead58329b0a03c6e1b0e5271
QPLIB_2353,ghcr.io/jij-inc/ommx/v2.8/qplib:2353,published,,240,147,0,93,2240,sha256:e42fdbf39f7406860a78103549e156f67857b6f8a0681b29b0dc16e21443e84c,sha256:262f23df743fca2002814e9ca0302eb543006c960e043e496fbdc1171690074f,sha256:76d061fe2af8dba2708620a411364a2c570d3f2d4b9f0a104a4c8e7d9ca8277e
QPLIB_2357,ghcr.io/jij-inc/ommx/v2.8/qplib:2357,published,,240,240,0,0,2240,sha256:b4f49a708db0d0aea729cf82f337b3a52fd7d65242862068a7ae012849b9e1ca,sha256:e71dd562888afcdc6870b920c15e1c3c394c7bac18c02e1af33ec4297c26bd3e,sha256:a5665a42edc111e6f0a8cbe32b53899e1db121b9b346442cc06e99e1071cb91b
QPLIB_2359,ghcr.io/jij-inc/ommx/v2.8/qplib:2359,published,,306,306,0,0,3264,sha256:7f03dcc4ce1b8526a2910fde3ba80082420bfc65b95731d736e8a68f3f3a5427,sha256:91811c3705c4da7ad02755aff4a370870b6090ac118d98eb2ef45f857aa94e23,sha256:68e4b1297de5e68994f5ed368e55861e36105356e8ebc0c02d3e9f39bebfa15e
QPLIB_2416,ghcr.io/jij-inc/ommx/v2.8/qplib:2416,published,,25,0,0,25,692,sha256:088b69013fecab2c17d48d80d9ace3f6a03e307bc2143a75dcb32c50801a363b,sha256:44210c26edb015abe0970f787f15d3f608eca6128d9ebe952a653cb477897f20,sha256:f4485ca9091a2b4101f81d9dd2c4ed9a50b1d402239ff75d083bd66668309c73
QPLIB_2430,ghcr.io/jij-inc/ommx/v2.8/qplib:2430,published,,125,0,0,125,184,sha256:974a7095565ae9a93aa12421872417735cbb3f1b4e4ed88a99138163d69c0f1d,sha256:3b1c8eb21a6e6fe6e77383e15c6ee727bc166b10d76bdd088d4d2542bfb1a6a7,sha256:562a0b1a5ab56909f6d1ce4aa780fdedaae2918e1fcbae8225ce1a10b7adf61a
QPLIB_2445,ghcr.io/jij-inc/ommx/v2.8/qplib:2445,published,,143,0,0,143,142,sha256:be624baabc58f99e3554c643928edea7a7e35fdf1337ad2474f9e96cefe68fe4,sha256:8fe63817f485bd11c9ee163953516add6b138eb610432dff0b4e21a03a79dd74,sha256:09d1a871dbda9b6827409b69f78d8259ba9e6275c981b1351780fc04653b1e13
QPLIB_2456,ghcr.io/jij-inc/ommx/v2.8/qplib:2456,published,,5477,0,0,5477,9631,sha256:1c01909b4c56095a8c21ffd55802f851f7ff6b6fa30161c738b1b3eaad78a58e,sha256:9faf9e1831c2a0ac3d2415c57f6b59fdc274adb5f6434b1cb9562fee1bd95e07,sha256:8f9c49f73f208ad636bf26adbf38e4bf70b08162a49abd8c0d6cabe7f796a363
QPLIB_2468,ghcr.io/jij-inc/ommx/v2.8/qplib:2468,published,,14885,0,0,14885,26127,sha256:2e1d2d6808ebe675a16b8254ade4bf41170a3685aecfbcabddf2760651e2678c,sha256:caeae14c2f18a2ce99f836ee5154d318503ce47385b5c88be9c00ba97edf7df4,sha256:9a461fede5aae85802c28345bd3388997440ecac182e41bb68e7aa81ad845cbe
QPLIB_2480,ghcr.io/jij-inc/ommx/v2.8/qplib:2480,published,,399,0,0,399,599,sha256:0d28e54eced523531ea29971ae71b7a18453f4b96ea996df31689f3c82cb3057,sha256:c3e90d0bc6d750e9bea7d7d386c11cfa0efb06e0e1dc64e4df02454b5b5a39ff,sha256:8482e45f26b42d220a09263bc4d7cc696bf3b0eb7182a439b4ea5e294e18bac9
QPLIB_2482,ghcr.io/jij-inc/ommx/v2.8/qplib:2482,published,,1806,0,0,1806,3197,sha256:d5c57309a380eeed5cd47a3724e88d759f509e6170642b988631f1307d5020d0,sha256:b32bc957004154199020881aeae42c6fee4fc266e1d13edd6a0c488387f6db42,sha256:0377acce932e62bb92e07369805247c670c4fb0eaf2ac065dddb02b22fa2bdd4
QPLIB_2483,ghcr.io/jij-inc/ommx/v2.8/qplib:2483,published,,760,0,0,760,560,sha256:fdee293dff01f7992db1e9dc29c9466c05c062d3d8f7b4a57e06f40bb2c8f7b8,sha256:4b71454df058ddc70c157f82a450203a4bf16853d4d51bcd1238830ff152d264,sha256:406aa3e5549b6a26623e9bc736632c4a918800aa7fbc7755f604a8c29aa464ff
QPLIB_2492,ghcr.io/jij-inc/ommx/v2.8/qplib:2492,published,,196,196,0,0,56,sha256:81dfc1986d4ded31fcd91beccdb3fee6626f4f2cd37231bbe92f8fc96c6d912d,sha256:ddbb1ec227421c2c8d3e9878192b6699598edf6223796861939d1a7f453a9738,sha256:10edfac2fe35145545447456e8f1f0bc65ad6af547c223b65b06b51b37aa4686
QPLIB_2505,ghcr.io/jij-inc/ommx/v2.8/qplib:2505,published,,1039,0,0,1039,1548,sha256:694677b3351dde3a938ff77555ab15fba949df63a858ea4218e0790aeaece61c,sha256:aa59dccfffae43988f514f51e37de276a9067baa7a62b89354f67a7c287fbb84,sha256:eb0b5fe5be709720e2b4f488b4365da044f32b8216c087d65a9fbdf83efe7858
QPLIB_2512,ghcr.io/jij-inc/ommx/v2.8/qplib:2512,published,,100,100,0,0,40,sha256:faebe07b4be5fa42641e3f36481f2442f303cd6ff769811dc57cc8a69d141a82,sha256:48c825cfee07286db181575fe5b689c43aa1d69b2dcd8a3a2eb618a1bb589116,sha256:945fe939dfd88fa48ce9ff587e1e12743a0b48d4a44f7edfd8805e84e5743336
QPLIB_2519,ghcr.io/jij-inc/ommx/v2.8/qplib:2519,published,,4806,0,0,4806,8565,sha256:0a9f0e77eed108094e30c412dbcfe5c45a8ef4701535ad190c32919e2a6b9803,sha256:2009567bfe39f34e838b82287127d864a8724a94be24ab5961c81a02070c2202,sha256:505a7923eee6878831162270c5fb57606dd44094fc4cf8f940218a4b434cd4b7
QPLIB_2540,ghcr.io/jij-inc/ommx/v2.8/qplib:2540,published,,498,0,0,498,1066,sha256:0ef6ff60f4893cdaa279ad72637fd28a49aad35648b3dd2d4b0d485ce36c2505,sha256:ce5271a49e903a65b140cd2bd2b6b1f4db660f15e5bb6eb9df7e78e716b23d6f,sha256:9f327984d40ee03bb1b2a3215ec761f0de76737940d5b1af1b05067e6cb14729
QPLIB_2546,ghcr.io/jij-inc/ommx/v2.8/qplib:2546,published,,1015,0,0,1015,1984,sha256:b4ab2e02c7a2a7afe35d56582c9706a58a977481c67968d1ce224cbf44e2129c,sha256:555f90a8b21295e09168748b297f6e910bee10abd50746fc1d80e2b3f8bd17f1,sha256:630801b088e297c5db5b76cbcec43ee5f7c78ba0b2b450394acf850e4e30a028
QPLIB_2590,ghcr.io/jij-inc/ommx/v2.8/qplib:2590,published,,25,0,0,25,500,sha256:4a072631cd5c4dc5bc7633cc72891dd11aa2eb709d79c3beaf3d5122b5a428ca,sha256:41fc3d4e3d12de3bbf1c8c72050362c65b95f31174314a3fdec02c08a3ae4647,sha256:4df7b0fa18d4cc0be910d511a324c856440f6d94d5d32e46d5f39bc34e7268a1
QPLIB_2626,ghcr.io/jij-inc/ommx/v2.8/qplib:2626,published,,22327,0,0,22327,33247,sha256:d5029581b1488b932e9ba7751001f88356404a25b4233feed3b658e3776c61a8,sha256:d643fb0f30d7541787b6dd6a590d98bed6bea6dfe98cc71a6e8447b5270deaba,sha256:41f00ca2abff1f054459a3de84a647b07d6f1d061ee58a30da9f4f91fd852f9c
QPLIB_2635,ghcr.io/jij-inc/ommx/v2.8/qplib:2635,published,,176,0,0,176,1154,sha256:1954421fc30a2c1421c99cbf903ba0519b0a6cb93c368c94605de35176734b45,sha256:7e4b6bbc56a43d0c6f4b1802d915cb2530352070a06854134dcfa8b0d84a535b,sha256:2b0288185bc9aab489243b208212f9492632a9f9eb01b7831d8129137e8d1357
QPLIB_2650,ghcr.io/jij-inc/ommx/v2.8/qplib:2650,published,,1110,0,0,1110,2175,sha256:d8b148127709b1ab53ac7478fc4786e0d61b127da451b0766a6909262b377e0c,sha256:15d23b31ba55ae2210ab09a2b2424decc155e9efe34af9a92ec03e484c0ef8ba,sha256:bab8cc0e730383f9c2209bc163bd28c90b00bb79de230c28a885f66acfa91f0d
QPLIB_2658,ghcr.io/jij-inc/ommx/v2.8/qplib:2658,published,,184,0,0,184,345,sha256:ee81fdde30a05dabd54aeb7973d423aff20027940c8177b3b11f1b9d043c500d,sha256:cdd0f851c98b39be9e55172d44ec70cd1289a6a0aece038a935a45532703d5e2,sha256:2ab82b3cadee7b6df5476595d42a420e4287660c998bde28e7f94db08a016cbe
QPLIB_2676,ghcr.io/jij-inc/ommx/v2.8/qplib:2676,published,,1445,0,0,1445,2551,sha256:5190d01e996a523d0e54d34ef250afe9ce03f7c17cca92009614d2734b19d33c,sha256:dc2a623cde5d2cd1c4a10125fc2862455258219669cd9d289f2c52127ffd5bf0,sha256:d9faca1df44c9e38e1684297761213ef2dafddec5cc2b11ef75e2466faabcc9d
QPLIB_2693,ghcr.io/jij-inc/ommx/v2.8/qplib:2693,published,,791,0,0,791,1556,sha256:14f6fc8a1689cb1985288979ca588fc4be1a83fd67ea6dd464850546429e8f1c,sha256:be534f77c989f04d12ea9997ebf4803bdd9dd4480a7dae60e8716074e0aa501c,sha256:6de67836f00fca0f69c4517f59fabd02474a7023d843745be8d25605a549ad1b
QPLIB_2696,ghcr.io/jij-inc/ommx/v2.8/qplib:2696,published,,3500,0,0,3500,6990,sha256:2bd301256fab034dfae66b1dfaca0d504887ec25d9739b5aedc25f8fb387ef04,sha256:fffed990b5b53b33afd03ed0a7fe79ea37842547bbedf8677dac1df6b8d344d0,sha256:6fce197b5ff15ee614d2904993a491ff3365267e2883e3720314d149f21d8087
QPLIB_2698,ghcr.io/jij-inc/ommx/v2.8/qplib:2698,published,,196,0,0,196,93,sha256:dd111a06b9171dade1cee926bc747f0600d2fafa41f177b2e916593f1c6c9a0a,sha256:67b4408c69e5179fa3a0d278ac24bed3f8a637065b7d3400a5fdbde8b51bf806,sha256:12073a276c1bf2dd37a614dca730ae7f7546ab185bf21ee3a02857d988db7ec0
QPLIB_2702,ghcr.io/jij-inc/ommx/v2.8/qplib:2702,published,,260,259,0,1,247,sha256:4d94667fb16f5888ff5f23999199069f702046de2116a64d66083dc93c8e4b36,sha256:188edee565e1f8d66f1f890c57c6961d152484ca9f2b8cdb8113e23272fc547b,sha256:906981378c6f485dfda420454089d44d746e068d3381bbe11ed9eefee2aab308
QPLIB_2703,ghcr.io/jij-inc/ommx/v2.8/qplib:2703,published,,799,0,0,799,1199,sha256:5bdf4caa90be56e629e3a5d9b7e2b48a40f96bd990af01d1276c8445d755291f,sha256:1189e6a53217e7b0db42494950eddc0b827f54af0a3f5a45d3b94c1e757b10ae,sha256:aca738fe3499b5d737f3bc7f97ad0d22f3bce57af13b666ad7e81bae39c54e91
QPLIB_2707,ghcr.io/jij-inc/ommx/v2.8/qplib:2707,published,,634,0,0,634,1183,sha256:2fb32f1197977f44b715f8cdafa0c9a28eb051ea563fbfc8c35ff14e9b20447b,sha256:14eb47595c4f88d4e6fcbd53811cc79a5df4d16878b37c6a379fb9a43a9ee264,sha256:78418447d9935f789461ccb96eb2884c9ed08c269577ded994e982dcc2a273ef
QPLIB_2708,ghcr.io/jij-inc/ommx/v2.8/qplib:2708,published,,634,108,0,526,711,sha256:ceb29922498ed81ade55894456295efccde58ebf43e79acf6a0cc7d300dfed8d,sha256:e196c11b97fbe5843918f76ca54a441e3bbe85a86855740f31e7d82325c761c6,sha256:b3b95bf5525b97989b372d7be0d43a53446da57e0772cde983a4dfa79dcbece7
QPLIB_2712,ghcr.io/jij-inc/ommx/v2.8/qplib:2712,published,,200,0,0,200,2,sha256:e9e8f3fce1e932fc35ef8bb14b1b8e04c9a5a7769609fc966eee6c2f0f5aaeff,sha256:b22773130b0a6758be2290ce0274e5820034f069ed47f867a14a35258e81e916,sha256:316e7b499e56991db36b5094e1a97df754f8eba1b739cf04e4dddceac53cb7a9
QPLIB_2714,ghcr.io/jij-inc/ommx/v2.8/qplib:2714,published,,352,0,0,352,900,sha256:8489ac74494099ef3bcf17ee6b9a26dcbd46bec0bba161204567e2a4f18cea1e,sha256:135cbfd70000491c987df015f10c06b0a27253edc5a04a11aa224230c1b72992,sha256:c8480809db67e019411ca3b3ac4dc9dbcce25fca67f014ade5cd99932957fdc5
QPLIB_2733,ghcr.io/jij-inc/ommx/v2.8/qplib:2733,published,,324,324,0,0,72,sha256:5154cf3957252e066e3a5e393251eda654a16d711a03dc9a36c333b5cb85ba3b,sha256:7c0e6f1d717bdd41e9f4808f5b1c6757236763c31daa4bb250892dcf3b3a0ed1,sha256:03379c42251100256d872ef25827f16c088576b65f01d39c5b4a0fd90e3397d6
QPLIB_2738,ghcr.io/jij-inc/ommx/v2.8/qplib:2738,published,,199,0,0,199,299,sha256:3a320e3d6cbf922130f596509f7189a3dca40e58b13c5f5dea3b118ea1639ac7,sha256:7898fd6bd925035b7ec89f483de1a82428ff968be9e547a101a11e4645cd295e,sha256:550ebfa9409e713b354f025b136b0d2e02855cb015622b7c899860a45d2c6824
QPLIB_2758,ghcr.io/jij-inc/ommx/v2.8/qplib:2758,published,,303,0,0,303,494,sha256:596e99a18aea7972a12c83291727bb8b1cc1de8571cc53797d5c2056d0bf8780,sha256:f0a980448d18c2a360d4fab6f677eefc873d2aaabbb4f9fd35ddbf12c5b43eed,sha256:80e13b63810164b0dd2daf4fd0a359aa3e5314b39b44cb5a493927dd8a25762e
QPLIB_2761,ghcr.io/jij-inc/ommx/v2.8/qplib:2761,published,,500,0,0,500,2,sha256:116a45c3da8653c87469eda35bc3553d6778004209694a58542c73c3b6ebda4f,sha256:ba51b290f6c377c04e74cc66cb93b75542b21dac34e4482d6031c618d02c48fd,sha256:63d885277dd982eb3fa9a9e534c6642a35bc138eff8f942cd1d42d8e633991dd
QPLIB_2784,ghcr.io/jij-inc/ommx/v2.8/qplib:2784,published,,4501,0,0,4501,8260,sha256:800ce511c5bdb3e0b9a495d97b94a689cfb416817c552340eb29f36e66a4addc,sha256:67bb542adc0f484d07555380a40dfda7cb0fa0538837e2db3179c94c185b6301,sha256:5bcafde5d27b52b38a42ff322d05aab0ecc4933d705e8bdd9dbb6a85fbd35b89
QPLIB_2819,ghcr.io/jij-inc/ommx/v2.8/qplib:2819,published,,334,0,0,334,300,sha256:e8eccf4117fd939f1f053086a5ab33a8a7b4c53ef16c25e0700c730964660890,sha256:38f4791037461f79dcfd17c3abc832c5c846aa38c436fe07aeea183440903b85,sha256:7637f9dbefd553d3830bb4df55ad0f270aa962da057c76ea9ab92fd31cb4c78d
QPLIB_2823,ghcr.io/jij-inc/ommx/v2.8/qplib:2823,published,,390,0,0,390,729,sha256:a05637902a3734819f56f97a2d350400e2912b7a86ec74b49f59ca875601eff8,sha256:0953a22118f77e34a1265bc93dc87c3797c619c5f5823e0aaecf013993845ccf,sha256:d833d25b6f76cf4b7e71a13938f56b04b63b3d9bfc27f90f71b38bd94d9e4f6e
QPLIB_2834,ghcr.io/jij-inc/ommx/v2.8/qplib:2834,published,,156,0,0,156,160,sha256:40cdcb731e6e7115f0a17bd4e86772e33027fbd7ed58af1cb016edaac62b5ee9,sha256:75ed2368faa13c013efe0fdb96e783dd940a272eb11422c062b7ebf651d0a36c,sha256:9ec1764dc624ec40fe7bd076f393c2ac1cd1e76fdc943dc481b60819bda20bf4
QPLIB_2862,ghcr.io/jij-inc/ommx/v2.8/qplib:2862,published,,40501,0,0,40501,73380,sha256:c470e3b7e80c7148f426197173a571e501ead61879890884efab5394cf9d2f94,sha256:dfd6387e67bc70470b97015069e17d7bd4ccdbcfdc6318dbcaa28f336b739028,sha256:e58ac3a1d072faeb2bfadf8cc9b5b44b16ca4227d77cbd2112aa8baa03dce888
QPLIB_2880,ghcr.io/jij-inc/ommx/v2.8/qplib:2880,published,,625,625,0,0,100,sha256:f29e08cd17770e7de35d3e3f41a80188cda70918502bb221091247ed0cc28cb9,sha256:2929fb3ef736d255cb3e5faa79639bd777ba66c1df2b685b5a3de970b4444411,sha256:6b334774116836439ae6d993a97b4954af0dc5cf8bfb2448228d529d0bec4db0
QPLIB_2881,ghcr.io/jij-inc/ommx/v2.8/qplib:2881,published,,1512,0,0,1512,720,sha256:76b2617c12b00caddacb2678aad6c2836847f8dc0f2dece0c9bf628f2089664a,sha256:b1baf080a60540cd0004f73d197ddbe391843e53e320e88fa0eb9f618a19c49a,sha256:323c2bf7d8755424ce15883ac1068ba7f3af305a8b8755915b1dda59e83c5448
QPLIB_2882,ghcr.io/jij-inc/ommx/v2.8/qplib:2882,published,,144,56,0,88,273,sha256:77f507803239aa22bdb05375af4154769779a1655a8e6e4a11ac5099edd9f47a,sha256:839f738fc9bff70371989cdb8012cb493915a154a0afc27cc4ae7d251e007429,sha256:96c65f769826903b4c76c38558a3c1a2249d4cd47d2807d99ff8fc2e5033679b
QPLIB_2894,ghcr.io/jij-inc/ommx/v2.8/qplib:2894,published,,17,0,0,17,213,sha256:6a792f412b9227b0ac33ba0700e100c29b094fecb232776df7ed57a15d9bf6e6,sha256:62b8fad37ee4a3bf11c8f63b22afa414adc2789c2a50f7a3054860cac89e2eb9,sha256:670193ebf0eea97960a329468be254787b388d977148630b7b733b8a8c31e6e1
QPLIB_2935,ghcr.io/jij-inc/ommx/v2.8/qplib:2935,published,,180,72,0,108,343,sha256:f9333fd3de71c8dbe9e0921cc479ae9a5eb58b8b9bca9f492102ca53cf1cf385,sha256:a84ceb06bee88d0d06357f5a6de2ee600b7cdc6b5c9da17bc4c298f3ac8c3aa4,sha256:0ae6845cab2953e2d94cdd1f439fea4b8113b5c4eba8700d755b15f0fc14a203
QPLIB_2957,ghcr.io/jij-inc/ommx/v2.8/qplib:2957,published,,484,484,0,0,88,sha256:bfe7432f55d8a907d2ccb9c5aee4c96be5a675779806d47f57d554cb4250e84e,sha256:6d173034f960c7420d371973435144780ed0d3dddd1e4abd8cd8b5217118e200,sha256:61d9ffbd92e34bac8d06a0637b1847a832109dbddf1c11f4ed39bf747e9567f7
QPLIB_2958,ghcr.io/jij-inc/ommx/v2.8/qplib:2958,published,,112,42,0,70,211,sha256:1f414922a9452b934018edf92bd5b42688176c15c7149a42ec779db9ac7eef22,sha256:e0b367613ab5e9cb5fa4c38b005123c6af9d3395dd53dfa2c52fcb7fd9e473c4,sha256:6d2b09b23bee865f4038c06d58f5fc0576499cb929f19ad1a1db53dfbab2475a
QPLIB_2967,ghcr.io/jij-inc/ommx/v2.8/qplib:2967,published,,38,0,0,38,192,sha256:ee7fb13022711ac81217211a2caaa5f2cc71aeeeb4385f1842fe5f5fd8de5cea,sha256:54cde37bbef0716771f8137c39c77d8abe9c7e5b8fcb6224f41f3f91895be4f3,sha256:a9acc1887a75a0389d01be39e2e0e99ad358fdf6949487ac2a8fd079ddf55d13
QPLIB_2981,ghcr.io/jij-inc/ommx/v2.8/qplib:2981,published,,2015,0,0,2015,3984,sha256:8962658ed94011e41894f8e7449059208ccb72bb10367ce8bdbdba527ba34528,sha256:d8d8b9871fceb74acdc7a6825398de6a94eb28c065894b3057e946850018897b,sha256:346958a50404379e6caa70187b91be97c43d372e7e1f93a26bfe68bca12de869
QPLIB_2987,ghcr.io/jij-inc/ommx/v2.8/qplib:2987,published,,208,0,0,208,396,sha256:2755dff2f600fea88774f3c78d2433e26b3f80469b62deaa9b88c73ab735a504,sha256:03e1055293012d834a07d47377eed73fb276e0f7d34981ea293fbe9759c96981,sha256:f349481baccb4988d9c06974dbe87ab7b35b8aff6e14e8d46201bc1f882639a7
QPLIB_2993,ghcr.io/jij-inc/ommx/v2.8/qplib:2993,published,,266,0,0,266,614,sha256:4a3777b3dab6351a1c2e9f2efe3edac6bbfff5d3a1cab069c2e44bfbd6515bc1,sha256:df79b6b2dc87970e8f32c6cdc3a1f6fbaa4c6b05aaa4d0a2771c993a9ad3f35a,sha256:ca1b7fe3b9d164031b841cd2e33951272340fc19e7a2c6f64fb58d104a430365
QPLIB_3029,ghcr.io/jij-inc/ommx/v2.8/qplib:3029,published,,5767,0,0,5767,8527,sha256:f234e895b3f446f1c5be0cd25abca33830a3e5c7eb0aac13605b93c186e340a0,sha256:28a99fe65eefaaaa41a6fa4ccdc72e05c7a456509e23fd1247b249c280a9dc92,sha256:d0e66e32fe1c606fb037ae86cacf847a57f3fe64761a2a22a02383bbb0a89c46
QPLIB_3034,ghcr.io/jij-inc/ommx/v2.8/qplib:3034,published,,780,0,0,780,560,sha256:85d261224e3ab19483184f06cdd5890ceff663e65bfdf71c4754258b78b15474,sha256:ca4e741c5e137f9ac9a5466901bc75ccb9ed2ac7ff475148d06c3a37e7a3105b,sha256:2d529fd9747cad8ff5eadd7b5a3f11cd5c0825b2401e3586cbd9f05ab6d4dc63
QPLIB_3049,ghcr.io/jij-inc/ommx/v2.8/qplib:3049,published,,7000,0,0,7000,13990,sha256:72d0dcc1ad4e6dfdf0e34b823f4697b8a539da7a09224a0c4be4b8265a53903d,sha256:13337a53bb8d7b6ad6d6bd1bfdd9563424cd839953e1995a96ff445cb9c5dbb7,sha256:a1fd47e7658a23fdfd7359b6f3fe64d7aefa87885afc5c4d41d3f5895ad83a44
QPLIB_3060,ghcr.io/jij-inc/ommx/v2.8/qplib:3060,published,,840,48,0,792,1324,sha256:ae9ed17cee4f529664a43ed5c9190911e7ef906ed3a865e7e4a5169999fb8376,sha256:07556eb1f706e9aa105b5cf3970cc840c1e82e416b498024a6ad2c1bbbba6ba3,sha256:b062b679b0d39cca9c0aa967eaae69d2da89052913152e324bd3e75d478f23af
QPLIB_3080,ghcr.io/jij-inc/ommx/v2.8/qplib:3080,published,,4015,0,0,4015,7984,sha256:cab55322109067f228565f4f5e5c0c4396ae714cdca678d9626dc71549f7f18b,sha256:4a3bad8b2630b2939f9e308ef8ae41a187c4c72c84e0db33b98c431ba5b8dcbd,sha256:7e8f8a3712ca22234d780f74d9aaddf2c66bcba68663654b3ba2d80cc4449352
QPLIB_3083,ghcr.io/jij-inc/ommx/v2.8/qplib:3083,published,,243,0,0,243,452,sha256:42bd34ac426ba303a7a0f3cc519f4fa7e36c6261ae9ce09fc7f419d1f08b994f,sha256:117ef4ef5b00474df6dbfb889f21ca53bd02fa638066efc79da615d244ed1933,sha256:2d336f2719a87e6f5d8973ac53d0a0117bc40c97635bc52cce28f7209daae1f5
QPLIB_3088,ghcr.io/jij-inc/ommx/v2.8/qplib:3088,published,,3601,0,0,3601,6460,sha256:b149146138f17436a5f343cfa77298032c514e6bd24d30bb7d836774ba3cc46a,sha256:0a4d58d7333a86080b582d923a604edcb63aa938ebef520b98ea26662e25efdf,sha256:cdc9a62c6b2c5c92e70fea9b58402989b9fb5c9c7f6b7a512d37fc8c2b14143e
QPLIB_3089,ghcr.io/jij-inc/ommx/v2.8/qplib:3089,published,,132,0,0,132,168,sha256:83214862d150a6a7ada363de37aa856bf7a8be088d21b1be175250027970833c,sha256:5ff918cb8272cc62564ea39b23dca1522f71b15cdc2f5c8ec870d1aa0c6bdb1d,sha256:cbe1b0489b7f2638c9fbd80edecbae0e5f976f469386fd48eb5a4dd5f13b1adb
QPLIB_3105,ghcr.io/jij-inc/ommx/v2.8/qplib:3105,published,,18606,0,0,18606,33325,sha256:192b25ad8cb192e28dadd6eb13b2cf2e1a76d71078dc8e5743065488e586a0fb,sha256:d97b476cb39f70bb5ee06e667b409526b5d43b462a9658966a69403ebb81eeac,sha256:12d2d13b55936a9955e7a9bf244f5ba21088b25cff3124d34e2ab1d46cfb3e98
QPLIB_3120,ghcr.io/jij-inc/ommx/v2.8/qplib:3120,published,,662,0,0,662,452,sha256:04830645fced0d7d811474ac15788f0803212fb194886fd5cf14c11b775b1d60,sha256:9c45b4f1346ce968db8d656d0264a7b842651c449fd8ee0a834f198445604d56,sha256:d00ad5f9de14f753167130f1a1e65c1bc34560f6540421be9b971b5adc2a49db
QPLIB_3122,ghcr.io/jij-inc/ommx/v2.8/qplib:3122,published,,21124,17136,0,3988,37828,sha256:74e8320525cdba2dbad798e33682a5e2cff171fd130a35518372a26512a18589,sha256:4b898a3ae00c2ba4b50d7be57e3b77128eb709c4ccdac36a9f8ae5597646ceaf,sha256:163aa4659ec613ec97aee30b5f4fc40d38f606d20596214df2a886fd11adb6c2
QPLIB_3147,ghcr.io/jij-inc/ommx/v2.8/qplib:3147,published,,419,0,0,419,260,sha256:6965af2609ae596083144f52a6cdcd329ae8a5d24d63c647023ba5755271b509,sha256:b9741ed9e06955086f387c552ca34fa3d22974875ab6fa3b19cbde1f0434acc6,sha256:9dc8453d308de8b870dec0070163e2ceeb9767559c35efe63deeada9a30b9cc0
QPLIB_3170,ghcr.io/jij-inc/ommx/v2.8/qplib:3170,published,,660,0,0,660,400,sha256:013e41d800c8a6a190d0b288ff327c0e641d848934d3506a9047a0840374bf25,sha256:8ec9b4a85d276dbf1db028a81296d53270fc6d7465419d6ec88ee4a0f1583aba,sha256:22c9afccc388d19c9e194db2e11b4db42ac00f2c4be0ec2211ec53403d84aa2f
